judul,tanggal,isi,kategori
Seluruh Ketum KIM Plus Absen Kampanye Akbar RK-Suswono," Sabtu, 23 Nov 2024 20:00 WIB ","
Seluruh ketua umum partai politik Koalisi Indonesia Maju (KIM) Plus pengusung RK-Suswono di Pilkada Jakarta 2024 terlihat absen ke kampanye akbar di Lapangan Banteng, Jakarta, Sabtu (23/11).
Pantauan CNNIndonesia.com yang hadir ke acara kampanye akbar RK-Suswono itu adalah sejumlah jajaran elite partai KIM Plus. Namun, tak satu pun di antara mereka sebagai ketua umum.
Mereka yang hadir adalah elite PKS Hidayat Nur Wahid, politisi senior Golkar Agung Laksono, Waketum Gerindra Rahayu Saraswati, Sekjen Golkar Sarmuji, Ketua DPD Golkar Jakarta Ahmed Zaki Iskandar, Sekjen Partai Gelora Mahfuz Sidik, dan elite PSI Grace Natalie.
Ketua Umum PSI yang juga anak bungsu Presiden ketujuh RI Jokowi, Kaesang Pangarep justru menghadiri kampanye terakhir Paslon yang diusung KIM Plus di Pilgub Jatim, Khofifah Indar Parawansa-Emil Dardak di Surabaya pada hari ini. Jokowi yang sudah memberikan dukungan kepada RK-Suswono juga tak hadir, karena memilih menenami Paslon Pilgub Jateng yang diusung KIM Plus, Ahmad Luthfi-Taj Yasin Maimoen.

Sementara itu di lokasi kampanye akbar RK-Suswono terlihat hadir juga sejumlah pimpinan kelompok relawan Jokowi dan Prabowo. Mulai dari Immanuel Ebenezer, Silfester Matutina, hingga Ricky Tamba.
Pada acara itu, dua elite parpol anggota KIM Plus, NasDem dan PKB juga absen. Perwakilan parpol pendukung memberikan orasi politik di atas panggung. Namun, hingga akhir tak ada perwakilan NasDem dan PKB yang berorasi.
Pada hari ini, RK-Suswono menggelar kampanye akbar pamungkas di Lapangan Banteng, Jakarta pada hari terakhir masa kampanye Pilkada serentak 2024.
Pemungutan suara Pilkada serentak 2024 tinggal menghitung hari. Pengambilan suara akan dilaksanakan pada 27 November mendatang.
RK-Suswono jadi salah satu kontestan di Pilkada Jakarta 2024. Mereka diusung koalisi besar mulai dari Gerindra, PKS, Golkar, Demokrat, NasDem, PSI, hingga PKB.
Mereka menghadapi Pramono Anung-Rano Karno yang didukung PDIP dan Hanura serta Dharma Pongrekun-Kun Wardana yang maju lewat jalur perseorangan atau independen.
",nasional
4 Orang Tewas Tertimbun Tanah Longsor di Padanglawas," Sabtu, 23 Nov 2024 19:45 WIB ","Bencana tanah longsor menerjang Desa Harang Julu, Kecamatan Ulu Sosa Kabupaten Padanglawas, Sumatera Utara, Sabtu (23/11) pukul 01.00 WIB. Dalam insiden itu, empat orang tewas tertimbun material longsor.
Kepala Kantor Pencarian dan Pertolongan Kelas A Medan, Mustari mengatakan keempat korban yakni Hermandianto (40), Lila Siregar (32), Azra (7 tahun) dan Dwi (5 bulan).

""Setelah mendapatkan laporan, personel Pos SAR Mandailing Natal (Madina) diberangkatkan menuju Kabupaten Padanglawas guna melakukan pencarian terhadap empat orang warga yang tertimbun tanah longsor,"" kata Mustari, Sabtu (23/11).
Dia mengatakan bencana tanah longsor itu terjadi di Desa Harang Julu Kecamatan Ulu Sosa Kabupaten Padanglawas pada Sabtu dini hari sekira pukul 01.00 WIB. Longsor terjadi akibat curah hujan yang tinggi yang melanda sekitar lokasi.
""Kejadian itu mengakibatkan dua unit rumah warga dan tiga unit warung makan tertimbun tanah longsor. Diduga saat itu rumah dan warung tersebut dihuni oleh warga sekitar. Akibat kejadian tersebut, empat orang sempat dinyatakan hilang tertimbun tanah longsor,"" paparnya.
Menurutnya setelah dilakukan pencarian, keempat korban ditemukan dalam keadaan meninggal dunia. Seluruh korban langsung dievakuasi dan dibawa ke rumah duka yang selanjutnya diserahkan kepada pihak keluarga.
""Dengan ditemukannya seluruh korban maka operasi pencarian dinyatakan selesai dan ditutup selanjutnya operasi penanggulangan pasca tanah longsor dilanjutkan oleh instansi terkait,"" tutupnya.
",nasional
Optimisme Jokowi Pilgub Jateng Dimenangi Ahmad Luthfi," Sabtu, 23 Nov 2024 19:00 WIB ","Mantan presiden Republik Indonesia Joko Widodo atau Jokowi mengaku optimistis pasangan Calon Gubernur dan Wakil Gubernur Jawa Tengah Ahmad Luthfi-Taj Yasin Maimoen bakal memenangkan Pilkada 2024.
Kehadirannya dalam kampanye akbar Luthfi-Yasin di Semarang pada Sabtu (23/11) menurut Jokowi sebagai bentuk ikhtiar untuk memenangkan Pilgub Jateng 2024.
""Namanya berikhtiar harus optimistis, namanya bekerja harus optimistis,"" ujar Jokowi setelah menghadiri kampanye pamungkas pasangan Luthfi-Yasin di Semarang, Sabtu (23/11), seperti dilansir Antara.
Terkait perolehan suara Luthfi-Yasin dalam pencoblosan nanti, Jokowi menyebut hal tersebut nantinya akan dilihat sebagai bagaimana kehendak rakyat Jawa Tengah.
""Dilihat nanti. Kalau angkanya tunggu Rabu sore,"" ucap ayah dari Wakil Presiden RI Gibran Rakabuming ini.


Dalam kampanye terakhir Luthfi-Yasin yang dihadiri Jokowi, acara itu dibungkus dalam ""Doa Bersama Untuk Jawa Tengah Menjemput Kemenangan Luthfi-Yasin"".
Jokowi menilai kampanye pamungkas Luthfi-Yasin adalah bentuk ikhtiar yang dilakukan pasangan Luthfi-Yasin bersama seluruh tim pemenangannya.
""Berikhtiar, berusaha, dan ditutup dengan doa. Karena apapun itu semua adalah kehendak Allah,"" kata Jokowi.
Lapangan Simpang Lima Semarang menjadi lokasi acara kampanye terakhir pasangan cagub-cawagub Jateng Luthfi-Yasin.
Selain Joko Widodo, kampanye pasangan cagub-cawagub Jateng nomor urut 2 tersebut juga dihadiri Ketua Umum Partai Amanat Nasional (PAN) Zulkifli Hasan.",nasional
"Pemkab Badung Beri Penghargaan untuk Hotel, Cafe, Hingga Rumah Sakit"," Sabtu, 23 Nov 2024 18:59 WIB ","Pemerintah Kabupaten Badung, Bali, memberikan penghargaan kepada sektor industri dan pelaku usaha yang berpartisipasi aktif dalam menyukseskan pembangunan, Jumat (22/11).""Kami memberikan penghargaan kepada para pengusaha pada kegiatan Gathering Forum Tanggung Jawab Sosial Perusahaan (TJSP) Badung tahun 2024, sebagai wujud apresiasi dan terima kasih karena telah melaksanakan program TJSP di Badung,"" ujar Plt. Bupati Badung I Ketut Suiasa dalam keterangannya.Ia mengatakan gathering tersebut mengangkat tema ""Transformasi TJSP dari Komitmen Menuju Aksi Nyata untuk Badung Emas"", tema yang mencerminkan komitmen dan tanggung jawab bersama dalam upaya mewujudkan Badung yang tangguh, sejahtera, inklusif dan berkelanjutan.
@import url(""https://cdnstatic.detik.com/live/_rmbassets/2022/parallax/parallax.css"");
",nasional
FOTO: Wajah AKP Dadang di Kasus Polisi Tembak Polisi Solok Selatan,"Sabtu, 23 Nov 2024 18:40 WIB",Polda Sumbar menetapkan Kabag Ops Polres Solok Selatan AKP Dadang Iskandar sebagai tersangka penembakan maut Kasatreskrim Polres Solok Selatan AKP Ulil.googletag.cmd.push(function() { googletag.display('div-gpt-ad-1621402367069-0'); });,nasional
Ahok Buka Suara soal Anies Tak Hadir di Kampanye Akbar Pram-Rano," Sabtu, 23 Nov 2024 18:25 WIB ","Mantan Gubernur DKI Jakarta, Basuki Tjahaja Purnama (Ahok) bersyukur pendukungnya, Ahokers dan pendukung eks Gubernur DKI setelahnya, Anies Baswedan yang biasa disebut Anak Abah bersatu untuk mendukung paslon nomor urut 3 Pilgub Jakarta yang diusung PDIP, Pramono Anung-Rano Karno.
""Ya kita bersyukur kayanya mereka bisa memahami, negara ini lebih penting di atas primordialisme dan RAS serta agama,"" kata Ahok kepada wartawan di Stadion Madya Gelora Bung Karno (GBK), Senayan, Jakarta, Sabtu (23/11).
Meskipun demikian, Anies tak terlihat di kampanye akbar Pramono-Rano pada sabtu ini. Ahok mengatakan kemungkinan Anies sedang ada kegiatan lain pada hari ini. Ahok membantah tak mau berdiri satu panggung dengan Anies yang merupakan rivalnya di Pilgub DKI 2017 silam.
""Dia katanya beliau ada kegiatan lain, karena kayak kemarin dia datang saya masih di Buton. Saya pun tadi pagi baru sampai jam 3 dari Buton,"" katanya mengutip dari Antara.

Kampanye akbar calon gubernur dan wakil gubernur DKI nomor urut 3, Pramono Anung dan Rano Karno di Stadion Madya GBK, Senayan, Jakarta Pusat, berlangsung mulai pukul 10.00 WIB.
Ahok menegaskan sebagai pemimpin tidak boleh ada siapapun menggunakan SARA untuk memenangkan apapun. Ditegaskan kepentingan negara lebih penting di atas kepentingan SARA.
Namun, dia menegaskan semua kembali kepada para pemilih yang akan memutuskan calon pemimpinnya dalam Pilkada DKI.
""Namanya Pilkada kan tergantung pemilih yang memutuskan, makanya kampanye kan disampaikan, pemilih yang memutuskan,"" ujarnya.

Konsep kampanye akbar terakhir ini mengusung pesan Mas Pram dan Bang Doel, yaitu membawa kebahagiaan bagi warga Jakarta. Kampanye akbar ini terbuka untuk umum dan siapa saja boleh hadir.
Sejumlah penyanyi maupun grup musik yang hadir dalam kampanye akbar, yakni Slank, HIVI!, Ardhito Pramono, Sandhy Sondoro, Lalahutadan masih banyak lagi.

",nasional
"Jokowi Absen di Kampanye Akbar RK, Pilih Hadiri Kampanye Ahmad Luthfi"," Sabtu, 23 Nov 2024 18:21 WIB ","Mantan presiden Republik Indonesia Joko Widodo atau Jokowi tidak ada dalam kampanye akbar pasangan calon gubernur dan wakil gubernur Jakarta Ridwan Kamil-Suswono (RIDO) yang berlangsung di Lapangan Banteng, Jakarta, Sabtu (23/11).
Namun, Jokowi menghadiri kampanye pamungkas cagub dan cawagub Jawa Tengah Ahmad Luthfi-Taj Yasin Maimoen di Semarang, Sabtu (23/11).
Cagub Jateng Ahmad Luthfi dalam sambutannya menyampaikan apresiasi kepada Presiden Ke-7 Joko Widodo yang selalu mendampingi dirinya bersama Gus Yasin dalam kampanye di berbagai titik di Jawa Tengah.
""Kehadiran mantan Presiden Joko Widodo merupakan representasi suri tauladan beliau,"" kata Ahmad Luthfi, seperti dilansir Antara, Sabtu (23/11).
Ahmad Luthfi juga menyampaikan terima kasih kepada seluruh pantai politik pendukung. Ia juga memohon doa restu agar menjadi pemimpin yang amanah dan menjadi orang baik.

""Doakan kami. Kalau kami baik, masyarakat akan lebih baik,"" ujarnya.
Ketua Timses RIDO, Riza Patria menyampaikan bahwa Jokowi hari ini berhalangan hadir di kampanye akbar RK-Suswono karena menghadiri kegiatan kampanye di Jawa Tengah.
Sebelumnya, Ridwan Kamil (RK) mengaku sudah mengirimkan undangan kepada Presiden ke-7 RI Joko Widodo (Jokowi) untuk hadir dalam kampanye akbar pamungkas di Jakarta pada 23 November 2024.
Sementara itu, sebelumnya Jokowi juga pernah berujar pada Senin (18/11) bahwa dia akan menghadiri kampanye akbar RK-Suswono jika diundang. ""Kalau diundang,"" kata Jokowi usai bertemu RK dan relawan di kawasan Cempaka Putih, Jakarta Pusat, Senin (18/11/2024).
Hal itu disampaikan Jokowi saat ditanya mengenai kehadirannya di kampanye akbar yang akan digelar Sabtu (23/11). RK yang berada di sisi Jokowi pun mengatakan akan mengundang Jokowi. ""Diundang, Pak, insya Allah,"" sahut RK.",nasional
Bobby di Pilkada Sumut: Perjuangan Akan Dibuktikan 27 November," Sabtu, 23 Nov 2024 18:15 WIB ","Calon Gubernur Sumatera Utara (Sumut) Nomor Urut 1, Bobby Nasution mengucapkan terima kasih kepada seluruh masyarakat Sumut saat kampanye terakhir di Lapangan Gedung Olahraga (GOR) Dispora Sumut, Sabtu (23/11/2024) sore.
""Terimakasih kami ucapkan kepada seluruh masyarakat Sumut. Terimakasih kami ucapkan kepada seluruh pimpinan partai politik yang hadir dan mendampingi dan mendukung kami selama dua bulan masa kampanye Pilgub,"" kata Bobby Nasution di hadapan ribuan pendukungnya.
Bobby mengatakan selama masa kampanye para relawan dan simpatisan tak bosan bosan mendukungnya bersama Surya. Perjuangan selama kampanye, tambah Bobby, akan dibuktikan pada saat pencoblosan 27 November 2024.
""Kami mengucapkan terima kasih atas perjuangan kita untuk sama sama memenangkan Bobby - Surya. Perjuangan kita sudah masuk tahap akhir,"" ujarnya.
Oleh karena itu, Bobby mengingatkan seluruh pendukung untuk datang ke Tempat Pemungutan Suara (TPS) mencoblos Bobby Nasution - Surya. Bobby ingin masyarakat Sumut menjadi riang gembira.

""Perjuangan kita akan dibuktikan 27 November dengan sama sama datang ke TPS coblos nomor 1. Oleh karena itu kita ingin ke depannya Sumut menjadi riang gembira yang penuh dengan keberkahan. Sumut yang harus bisa menjadikan masyarakat nya menjadi prioritas pertama dalam pembangunan,"" urainya.

Tak lupa, Bobby Nasution juga menyampaikan permohonan maaf kepada seluruh masyarakat di sekitar lokasi kampanye lantaran terjadi kemacetan arus lalulintas.
""Kami ucapkan mohon maaf kepada seluruh masyarakat di sekitar kita hari ini mohon maaf membuat sedikit kemacetan kami mohon maaf. Mohon maaf selama masa kampanye sosialisasi kami ada kesalahan. Kesempatan ini mari sama sama membangun Sumut bersama kabupaten kota di seluruh provinsi di Sumut,"" paparnya.",nasional
Menkum Supratman Sebut Prancis Minta Pemindahan Tahanan dari RI," Sabtu, 23 Nov 2024 18:00 WIB ","Menteri Hukum RI Supratman Andi Agtas mengatakan ada permintaan dari Prancis untuk memindahkan tahanan warga negara tersebut dari Indonesia.
Namun, belum jelas tahanan apa yang dimaksud.
Mengutip dari Reuters, Sabtu (23/11), Supratman bilang Prancis sudah mengajukan permintaan pemindahan atau pemulangan seorang tahanan dari Indonesia ke negaranya.
Dia mengatakan pemerintah RI akan segera menindaklanjuti hal tersebut meskipun saat ini belum memiliki prosedur baku terkait pemindahan tahanan internasional. Namun, dia yang juga dikenal sebagai Politikus Gerindra itu menegaskan negara sahabat harus menghormati proses hukum di Indonesia.
""Ini penting untuk menjaga hubungan baik dengan negara-negara sahabat. Tapi, ini pun demi kepentingan kita, karena kita juga ada tahanan [WNI] di luar negeri,"" ujar Supratman.
Selain itu, Presiden RI Prabowo Subianto dan Perdana Menteri Australia Anthony Albanese disebut telah menyepakati untuk memindahkan lima napi narkoba di Bali atau Bali Nine untuk dipindahkan ke Australia.
Kesepakatan pemindahan lima napi Bali Nine yang dihukum seumur hidup di Indonesia itu merupakan buah pertemuan Prabowo dan Albanese di sela kegiatan KTT Apec di Peru.
Demikian diungkap Asisten Menteri Keuangan Australia Stephen Jones dalam konferensi pers, Sabtu ini.
Supratman pun mengonfirmasi soal kesepakatan pemindahan napi narkoba itu. Supratman, kepada Reuters pada Sabtu ini mengatakan pemerintah Indonesia juga akan mengupayakan pemulangan tahanan WNI yang ditahan di Australia.
'Bali Nine' adalah sembilan WN Australia yang ditangkap aparat RI saat berusaha menyelundupkan narkoba jenis heroin ke Pulau Dewata pada 2005 lalu. Salah satu dari sembilan terpidana itu dibebaskan dari penjara pada 2018, dan lainnya meninggal karena kanker pada tahun yang sama.
Sementara itu dua sosok yang menjadi pemimpin kelompok Bali Nine itu yakni Andrew Chan dan Myuran Sukumaran sudah dieksekusi mati di RI pada 2015 lalu. Pelaksanaan hukuman mati terhadap napi narkoba itu sempat memicu ketegangan diplomatik antara Australia dan Indonesia. Australia bahkan sempat menarik duta besarnya untuk RI sebagai bentuk protes.
Sebelumnya, awal pekan ini, pemerintah RI yang kini dipimpin Presiden Prabowo Subianto juga mengumumkan rencana pemindahan napi narkoba asal Filipina, Mary Jane Veloso. Mary Jane telah divonis hukuman mati di RI, dan akan menyelesaikan sisa hukumannya di Filipina.
Pada 2015 silam, dia sebetulnya akan dieksekusi bersamaan dengan napi Bali Nine, namun ditunda pada menit-menit akhir.",nasional
Maruarar Tantang PDIP dan Anies: Kita Lihat Lebih Kuat Siapa," Sabtu, 23 Nov 2024 17:35 WIB ","Politisi Gerindra Maruarar Sirait ingin membuktikan siapa yang lebih kuat antara kekuatan politik PDIP dan Anies Baswedan di kubu Pramono Anung-Rano Karno dengan Joko Widodo dan Presiden Prabowo Subianto di pasangan Ridwan Kamil-Suswono.
Ia memamerkan dukungan dari Presiden dan Wapres Prabowo-Gibran serta Presiden ke-7 RI Joko Widodo ke RK.

""Kita lihat lebih kuat PDIP atau Anies atau RK yang didukung Jokowi dan Prabowo,"" kata Ara di kampanye akbar RIDO, Lapangan Banteng, Jakarta, Sabtu (23/11).
Ia pun menyatakan tak gentar menghadapi eks Gubernur Jakarta Anies Baswedan yang mengambil posisi mendukung Pramono Anung-Rano Karno di Pilgub Jakarta 2024.
Ara yang mendukung RK-Suswono itu justru mengatakan seharusnya Anies sudah dari dulu mengambil posisi demikian.
Ara mengaku justru tambah semangat berhadapan dengan Anies yang berada di posisi berseberangan.
""Jadi kalau Mas Anies ada di sana itu bukan buat kita grogi. Tapi itu membuat kita tambah semangat. Harusnya Mas Anies dukungnya dari dulu,"" ucapnya.
RK-Suswono jadi salah satu kontestan di Pilkada Jakarta 2024. Mereka diusung koalisi besar mulai dari Gerindra, PKS, Golkar, Demokrat, NasDem, PSI, hingga PKB.
Mereka menghadapi Pramono Anung-Rano Karno yang didukung PDIP dan Hanura serta Dharma Pongrekun-Kun Wardana yang maju lewat jalur perseorangan atau independen.
Pada hari ini, RK-Suswono menggelar kampanye akbar pamungkas di Lapangan Banteng, Jakarta pada hari terakhir masa kampanye Pilkada serentak 2024.

",nasional
Ahok Bersyukur Anak Abah-Ahoker Kompak Dukung Pramono-Rano," Sabtu, 23 Nov 2024 17:20 WIB ","Mantan Gubernur DKI Jakarta Basuki Tjahaja Purnama atau Ahok merespons dukungan yang diberikan oleh Ahoker dan Anak Abah, relawan pendukung Anies Baswedan, kepada pasangan Pramono Anung-Rano Karno dalam Pilkada DKI Jakarta 2024.
Ahok mengaku bersyukur kedua kelompok relawan itu bisa bersatu dalam satu kubu dan melepaskan sentimen negatif yang selama ini terjadi.

""Ya kita bersyukur kayaknya mereka bisa memahami, negara ini lebih penting di atas primodialisme dan ras serta agama,"" kata Ahok di lokasi kampanye akbar Pramono-Rano di GBK, Jakarta, Sabtu (23/11), mengutip Detik.
Ahok mengatakan setiap mantan gubernur berkeinginan visi-misinya diselesaikan oleh gubernur selanjutnya. Namun begitu, Ahok mengaku tidak mengetahui dukungannya dan Anies akan diterjemahkan seperti apa oleh Pramono.
""Kita bersyukur ya karena bagaimanapun, setiap mantan gubernur tentu ingin visi-misinya diselesaikan oleh gubernur selanjutnya. Saya kira ya kesamaan itu pasti ada,"" lanjut dia.
Ahok juga sempat menanggapi soal rekonsiliasi dengan pihak Anies. Anies dan Ahok sebelumnya sempat 'berseteru' pada Pilkada DKI 2017 yang berlangsung panas.

Ahok, yang saat itu maju sebagai calon petahana, tersangkut kasus dugaan penistaan agama hingga akhirnya kalah dari Anies.
Namun, kini keduanya dan relawan masing-masing berada dalam satu barisan mendukung pasangan Pramono-Rano yang diusung oleh PDIP.
""[Rekonsilias] ya saya enggak tahu terjemahkannya bagaimana. Tapi yang pasti bangsa ini adalah Bhinneka Tunggal Ika,"" ujar dia.
Sebelumnya relawan 'Anak Abah' dan 'Ahoker' yang merupakan gabungan pendukung Anies Baswedan dan Basuki Tjahaja Purnama (Ahok) menyatakan mendukung Pasangan Calon Gubernur nomor urut 3, Pramono Anung-Rano Karno di Pilgub Jakarta 2024.
Anies, dalam kesempatan terpisah, mengatakan sudah mengajak seluruh pendukungnya di Pilkada Jakarta 2017 dan Pilpres 2024 untuk mendukung Pramono -Rano di Pilkada Jakarta 2024.



Anies menilai hal tersebut sudah jelas dengan kehadiran dirinya dalam acara kampanye Pram-Rano yang bertajuk ""Apel Siaga Kawal TPS & Rapat Akbar Warga Kota"" di Lapangan Blok S, Jakarta, Kamis (21/11).
Di sisi lain, Anies menjelaskan dirinya telah menginstruksikan kepada seluruh relawan dan pendukung yang tergabung dalam ""Warga Kawal TPS"" agar mengajak seluruh warga mencoblos Pram-Rano.
Ia berharap seluruh relawan dan pendukungnya itu dapat menjaga agar Pilkada Jakarta 2024 berjalan dengan jujur dan adil terutama saat pencoblosan 27 November nanti.
""Pastikan monitoring pengawasan agar pilkada besok itu bersih dari segala jenis intervensi-intervensi, yang ketiga adalah memastikan proses pencoblosan di hari H nya itu berlangsung dengan jurdil,"" tutur dia.",nasional
